file_name,version,subset,content_type,split,width,height,resolution,quality,aspect_ratio,image_mode,format,source_tag,competition,region,venue,has_carpet
grounds/BBL(1133).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1134).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1135).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1136).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1137).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1138).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1139).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(114).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1140).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1141).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1142).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1143).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1144).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1145).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1146).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1147).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1148).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1149).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(115).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1150).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1151).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1152).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1153).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1154).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1155).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1156).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1157).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1158).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1159).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(116).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1160).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1161).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1162).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1163).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1164).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1165).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1166).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1167).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1168).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1169).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(117).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1170).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1171).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1172).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1173).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1174).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1175).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1176).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1177).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1178).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1179).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(118).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1180).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1181).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1182).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1183).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1184).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1185).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1186).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1187).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1188).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1189).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(119).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1190).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1191).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1192).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1193).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1194).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1195).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1196).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1197).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1198).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1199).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(12).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(120).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1200).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1201).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1202).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1203).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1204).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1205).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1206).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1207).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1208).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1209).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(121).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1210).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1211).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1212).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1213).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1214).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1215).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1216).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1217).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1218).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1219).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(122).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1220).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1221).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1222).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1223).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1224).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1225).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1226).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1227).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1228).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1229).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(123).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1230).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1231).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1232).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1233).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1234).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1235).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1236).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1237).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1238).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1239).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(124).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1240).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1241).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1242).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1243).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1244).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1245).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1246).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1247).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1248).jpg,v2,grounds,broadcast,test,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1249).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(125).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1250).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1251).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1252).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1253).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1254).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1255).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1256).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1257).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1258).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1259).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(126).jpg,v2,grounds,broadcast,validation,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1260).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1261).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
grounds/BBL(1262).jpg,v2,grounds,broadcast,train,1280,616,1280x616,HD-Ready,2.078,RGB,JPEG,bbl,Big Bash League,Australia,,
